job_title,salary_usd,experience_level,employment_type,location,remote_ratio,company_size,source
Junior BI Analyst,45205.26,entry,FT,"Casablanca, Morocco",50,M,synthetic
Machine Learning Analyst,77706.99,entry,FT,"Dubai, UAE",50,L,synthetic
Senior Controller,114588.67,senior,FT,"Berlin, Germany",0,M,synthetic
Finance Manager,129405.03,senior,FT,"London, UK",0,S,synthetic
Social Media Manager Junior,0.0,entry,FT,Remote - US,100,S,synthetic
AI Research Intern,59048.55,entry,FT,"Amsterdam, Netherlands",0,S,synthetic
Senior Computer Vision Engineer,120841.03,senior,FT,"Lyon, France",0,L,synthetic
Lead ML Engineer,118858.87,senior,FT,"Chicago, IL",0,M,synthetic
Junior Data Scientist,48778.66,entry,FT,"Dubai, UAE",50,L,synthetic
Junior PHP Developer,59769.06,entry,FT,"Casablanca, Morocco",50,L,synthetic
Head of Finance,0.0,senior,FT,"Amsterdam, Netherlands",0,M,synthetic
Talent Acquisition Intern,30491.14,entry,FT,"Boston, MA",0,L,synthetic
Audit Assistant,33188.89,entry,FT,Remote - Europe,50,M,synthetic
Odoo Implementation Consultant,39668.48,entry,FT,"Tunis, Tunisia",0,S,synthetic
Business Intelligence Intern,47802.22,entry,FT,Remote - Europe,100,L,synthetic
Junior Accountant,37287.58,entry,FT,Remote - Worldwide,0,L,synthetic
Accounting Intern,0.0,entry,FT,"Lyon, France",50,L,synthetic
Junior Financial Analyst,51747.16,entry,FT,"Berlin, Germany",0,M,synthetic
Odoo Implementation Consultant,0.0,entry,FT,"Lyon, France",0,L,synthetic
Director of Finance,102596.58,senior,FT,"Dubai, UAE",0,L,synthetic
Data Pipeline Engineer,128229.5,mid,FT,"San Francisco, CA",50,M,synthetic
Junior SAP Consultant,35825.41,entry,FT,"Paris, France",50,L,synthetic
Web Developer Intern,48508.26,entry,FT,"New York, NY",0,M,synthetic
Data Reporting Analyst,40255.72,entry,FT,Remote,0,L,synthetic
Accounting Intern,54891.61,entry,FT,"Toronto, Canada",50,L,synthetic
Digital Marketing Intern,30006.19,entry,FT,"San Francisco, CA",50,S,synthetic
ERP Analyst Junior,53564.61,entry,FT,"Amsterdam, Netherlands",0,S,synthetic
ETL Developer,111906.98,mid,FT,"Lyon, France",100,L,synthetic
ML Platform Engineer Senior,0.0,senior,FT,Remote - Europe,50,L,synthetic
Data Engineer,79656.12,mid,FT,"Madrid, Spain",50,M,synthetic
Director of Finance,149016.78,senior,FT,"Paris, France",50,L,synthetic
Head of Finance,130084.73,senior,FT,Remote - US,0,L,synthetic
Social Media Manager Junior,47457.27,entry,FT,Remote - Worldwide,50,L,synthetic
Senior Controller,140925.11,senior,FT,"Austin, TX",0,M,synthetic
Senior Machine Learning Engineer,0.0,senior,FT,Remote - US,0,S,synthetic
Principal Data Scientist,0.0,senior,FT,"Montreal, Canada",0,M,synthetic
Junior Financial Analyst,0.0,entry,FT,"Seattle, WA",0,M,synthetic
Junior Accountant,42408.22,entry,FT,"San Francisco, CA",0,S,synthetic
Frontend Developer Junior,54632.24,entry,FT,"London, UK",50,S,synthetic
Principal Data Scientist,138662.23,senior,FT,"Amsterdam, Netherlands",50,S,synthetic
Data Engineer,108435.68,mid,FT,"London, UK",50,M,synthetic
ERP Support Analyst,45280.7,entry,FT,"Berlin, Germany",0,L,synthetic
Junior SEO Analyst,36853.11,entry,FT,"Madrid, Spain",100,L,synthetic
HR Assistant,32745.51,entry,FT,Remote,50,M,synthetic
Junior Controller,47196.08,entry,FT,"Toronto, Canada",0,S,synthetic
Senior Data Engineer,128538.75,mid,FT,"Seattle, WA",0,S,synthetic
Data Visualization Analyst,0.0,entry,FT,Remote,0,M,synthetic
ETL Developer,0.0,mid,FT,Remote - Worldwide,100,M,synthetic
Digital Marketing Intern,0.0,entry,FT,Remote - Europe,50,M,synthetic
Junior Controller,43077.17,entry,FT,"Madrid, Spain",0,M,synthetic
Junior Django Developer,0.0,entry,FT,"Amsterdam, Netherlands",100,M,synthetic
Analytics Intern,63964.21,entry,FT,"Toronto, Canada",0,M,synthetic
Senior Data Engineer,72241.81,mid,FT,"Seattle, WA",100,L,synthetic
Odoo Developer Junior,52343.08,entry,FT,"Seattle, WA",50,L,synthetic
Analytics Engineer,113276.99,mid,FT,Remote - Worldwide,50,L,synthetic
AI Engineer Entry Level,76124.1,entry,FT,Remote - US,100,S,synthetic
Data Science Intern,48539.93,entry,FT,"London, UK",50,L,synthetic
Cloud Data Engineer,0.0,mid,FT,"Madrid, Spain",100,L,synthetic
Frontend Developer Junior,59568.83,entry,FT,"London, UK",0,L,synthetic
Junior Full Stack Developer,57955.34,entry,FT,"Seattle, WA",50,M,synthetic
Junior PHP Developer,47001.05,entry,FT,"Casablanca, Morocco",100,L,synthetic
Junior SQL Analyst,0.0,entry,FT,"Dubai, UAE",0,S,synthetic
Finance Manager,0.0,senior,FT,"Lyon, France",0,M,synthetic
Junior Marketing Analyst,40142.62,entry,FT,"Seattle, WA",0,M,synthetic
Junior Web Developer,31513.68,entry,FT,"Paris, France",50,M,synthetic
Junior Web Developer,30392.58,entry,FT,"New York, NY",100,S,synthetic
Senior Data Engineer,95241.04,mid,FT,Remote - Worldwide,100,S,synthetic
Finance Manager,114890.63,senior,FT,"Montreal, Canada",0,L,synthetic
Junior SAP Consultant,40606.91,entry,FT,"Madrid, Spain",0,S,synthetic
Data Analyst Intern,35194.96,entry,FT,Remote,50,S,synthetic
Junior Controller,43613.17,entry,FT,"Toronto, Canada",50,S,synthetic
Content Marketing Intern,41461.8,entry,FT,Remote,50,L,synthetic
Junior Computer Vision Engineer,49949.99,entry,FT,"Chicago, IL",0,M,synthetic
HR Coordinator Entry Level,0.0,entry,FT,Remote - Worldwide,50,M,synthetic
ERP Support Analyst,0.0,entry,FT,"Lyon, France",50,M,synthetic
Senior NLP Engineer,125687.34,senior,FT,"London, UK",100,M,synthetic
Audit Assistant,0.0,entry,FT,"Dubai, UAE",0,S,synthetic
Junior Accountant,34201.27,entry,FT,"San Francisco, CA",0,M,synthetic
Junior Python Developer,52467.35,entry,FT,Remote,100,L,synthetic
Community Manager Junior,31030.93,entry,FT,"Amsterdam, Netherlands",100,S,synthetic
Data Science Graduate,0.0,entry,FT,"Boston, MA",100,S,synthetic
Senior Financial Analyst,100634.74,senior,FT,"Amsterdam, Netherlands",0,S,synthetic
Junior HR Generalist,49805.61,entry,FT,Remote - US,50,L,synthetic
Data Science Intern,65029.71,entry,FT,"Dubai, UAE",0,M,synthetic
Data Visualization Analyst,49060.94,entry,FT,Remote,50,M,synthetic
Audit Assistant,35613.01,entry,FT,"Dubai, UAE",50,S,synthetic
Head of Finance,101434.88,senior,FT,Remote - Worldwide,50,L,synthetic
Principal Data Scientist,0.0,senior,FT,"Tunis, Tunisia",50,L,synthetic
Power BI Analyst,36192.25,entry,FT,Remote,0,S,synthetic
Talent Acquisition Intern,0.0,entry,FT,"Amsterdam, Netherlands",0,L,synthetic
ETL Developer,0.0,mid,FT,"London, UK",0,M,synthetic
Junior Full Stack Developer,41695.39,entry,FT,"London, UK",100,S,synthetic
Finance Manager,158371.23,senior,FT,Remote - Worldwide,0,L,synthetic
Finance Graduate Trainee,41310.27,entry,FT,"Lyon, France",0,L,synthetic
Junior Financial Analyst,40620.13,entry,FT,"Madrid, Spain",0,S,synthetic
Lead ML Engineer,93211.15,senior,FT,Remote - US,100,L,synthetic
Junior Django Developer,57668.39,entry,FT,"Madrid, Spain",50,M,synthetic
Data Pipeline Engineer,90563.97,mid,FT,"Toronto, Canada",100,M,synthetic
Junior Computer Vision Engineer,0.0,entry,FT,Remote - Worldwide,50,S,synthetic
ML Platform Engineer Senior,138410.94,senior,FT,"Paris, France",100,L,synthetic
AI Research Intern,0.0,entry,FT,"Amsterdam, Netherlands",100,L,synthetic
BI Analyst Intern,60833.09,entry,FT,"Dubai, UAE",0,S,synthetic
Cloud Data Engineer,103427.86,mid,FT,"Berlin, Germany",50,S,synthetic
Data Reporting Analyst,0.0,entry,FT,"London, UK",100,L,synthetic
Junior PHP Developer,35943.26,entry,FT,"Amsterdam, Netherlands",0,M,synthetic
Content Marketing Intern,30978.22,entry,FT,"Lyon, France",50,S,synthetic
Junior Django Developer,0.0,entry,FT,"London, UK",0,M,synthetic
Odoo Developer Junior,50138.97,entry,FT,"Seattle, WA",50,S,synthetic
Lead AI Engineer,186098.25,senior,FT,Remote - Worldwide,100,S,synthetic
Junior Full Stack Developer,56712.06,entry,FT,Remote - US,50,S,synthetic
ML Platform Engineer Senior,0.0,senior,FT,"Lyon, France",0,L,synthetic
ETL Developer,124434.55,mid,FT,"Tunis, Tunisia",50,L,synthetic
Junior SAP Consultant,0.0,entry,FT,"Toronto, Canada",50,M,synthetic
Audit Assistant,37248.97,entry,FT,"London, UK",0,S,synthetic
Junior Financial Analyst,40703.7,entry,FT,Remote - US,0,M,synthetic
Data Science Intern,48084.55,entry,FT,"Montreal, Canada",100,S,synthetic
Recruitment Intern,0.0,entry,FT,"Montreal, Canada",0,L,synthetic
Junior Controller,47321.48,entry,FT,"Brussels, Belgium",0,L,synthetic
Analytics Engineer,70317.44,mid,FT,"Brussels, Belgium",50,S,synthetic
Digital Marketing Intern,48178.47,entry,FT,"Paris, France",0,L,synthetic
Principal Data Scientist,168182.94,senior,FT,Remote,100,L,synthetic
Junior SQL Analyst,48076.55,entry,FT,"San Francisco, CA",0,M,synthetic
Junior Django Developer,36295.36,entry,FT,"Chicago, IL",100,S,synthetic
Frontend Developer Junior,33658.85,entry,FT,"San Francisco, CA",50,L,synthetic
Senior Audit Manager,108563.51,senior,FT,"Paris, France",0,S,synthetic
Analytics Engineer,85519.6,mid,FT,"Seattle, WA",0,L,synthetic
Data Engineer,0.0,mid,FT,"Tunis, Tunisia",100,L,synthetic
HR Assistant,43460.21,entry,FT,"Boston, MA",50,M,synthetic
Principal Data Scientist,119317.97,senior,FT,"Berlin, Germany",0,L,synthetic
Odoo Developer Junior,54037.41,entry,FT,"Austin, TX",50,M,synthetic
Reporting Analyst Junior,0.0,entry,FT,"San Francisco, CA",0,L,synthetic
Junior Data Analyst,0.0,entry,FT,"Boston, MA",100,L,synthetic
Finance Manager,104260.81,senior,FT,"Seattle, WA",0,M,synthetic
Senior Audit Manager,118115.17,senior,FT,"Dubai, UAE",0,L,synthetic
Odoo Implementation Consultant,52268.35,entry,FT,Remote,0,S,synthetic
Junior PHP Developer,34365.68,entry,FT,"Brussels, Belgium",50,S,synthetic
Junior Web Developer,57148.67,entry,FT,"Tunis, Tunisia",0,S,synthetic
Odoo Implementation Consultant,0.0,entry,FT,Remote - Worldwide,0,M,synthetic
Data Analyst Intern,0.0,entry,FT,"Madrid, Spain",100,L,synthetic
Audit Assistant,0.0,entry,FT,"Madrid, Spain",0,L,synthetic
Junior Web Developer,0.0,entry,FT,"Toronto, Canada",50,L,synthetic
ERP Analyst Junior,0.0,entry,FT,"New York, NY",0,S,synthetic
Social Media Manager Junior,0.0,entry,FT,"Dubai, UAE",0,L,synthetic
Data Engineer,0.0,mid,FT,"Berlin, Germany",50,S,synthetic
Data Analyst Graduate,43801.03,entry,FT,"Lyon, France",50,M,synthetic
Junior Computer Vision Engineer,78176.65,entry,FT,"San Francisco, CA",100,S,synthetic
Senior Computer Vision Engineer,172478.26,senior,FT,Remote - US,0,L,synthetic
Junior Marketing Analyst,0.0,entry,FT,Remote - Worldwide,50,S,synthetic
Community Manager Junior,0.0,entry,FT,Remote - Europe,100,S,synthetic
Junior SAP Consultant,33505.99,entry,FT,"Madrid, Spain",50,S,synthetic
Odoo Developer Junior,51679.05,entry,FT,"Toronto, Canada",0,S,synthetic
Senior Computer Vision Engineer,155332.27,senior,FT,"Berlin, Germany",0,L,synthetic
Odoo Implementation Consultant,0.0,entry,FT,Remote - US,50,L,synthetic
Accounting Intern,0.0,entry,FT,Remote - Worldwide,50,L,synthetic
Lead AI Engineer,124450.43,senior,FT,Remote,0,S,synthetic
Data Reporting Analyst,0.0,entry,FT,"Lyon, France",50,M,synthetic
Finance Manager,0.0,senior,FT,"Toronto, Canada",0,M,synthetic
Finance Graduate Trainee,46501.96,entry,FT,"Berlin, Germany",50,L,synthetic
Data Analyst Graduate,46868.96,entry,FT,"Chicago, IL",0,L,synthetic
Junior HR Generalist,42753.23,entry,FT,"San Francisco, CA",50,L,synthetic
Accounting Intern,0.0,entry,FT,"Brussels, Belgium",50,M,synthetic
ERP Support Analyst,37962.7,entry,FT,"Brussels, Belgium",50,S,synthetic
Senior NLP Engineer,0.0,senior,FT,"London, UK",100,S,synthetic
HR Assistant,30554.34,entry,FT,Remote,0,M,synthetic
Data Engineer,102836.94,mid,FT,"Toronto, Canada",50,M,synthetic
Community Manager Junior,33718.05,entry,FT,Remote,100,M,synthetic
Finance Graduate Trainee,40603.12,entry,FT,Remote - Europe,0,M,synthetic
Social Media Manager Junior,0.0,entry,FT,"Lyon, France",100,M,synthetic
Junior HR Generalist,49350.84,entry,FT,"Boston, MA",50,M,synthetic
Junior Django Developer,54607.94,entry,FT,"Chicago, IL",50,M,synthetic
ERP Support Analyst,47551.84,entry,FT,"Seattle, WA",0,L,synthetic
Machine Learning Engineer Intern,0.0,entry,FT,"New York, NY",50,S,synthetic
Data Pipeline Engineer,97530.91,mid,FT,"New York, NY",50,M,synthetic
Junior SEO Analyst,0.0,entry,FT,"London, UK",0,L,synthetic
Data Science Intern,64658.92,entry,FT,"Lyon, France",100,L,synthetic
Data Analyst Graduate,38356.03,entry,FT,Remote - Europe,50,M,synthetic
Junior Marketing Analyst,43482.35,entry,FT,"Austin, TX",100,L,synthetic
Senior Data Scientist,129139.23,senior,FT,"San Francisco, CA",50,M,synthetic
Odoo Developer Junior,0.0,entry,FT,"Paris, France",50,L,synthetic
Head of Finance,93638.17,senior,FT,"San Francisco, CA",50,S,synthetic
Data Science Graduate,0.0,entry,FT,"San Francisco, CA",100,M,synthetic
Reporting Analyst Junior,0.0,entry,FT,"Dubai, UAE",50,S,synthetic
Analytics Engineer,83398.4,mid,FT,Remote - US,0,L,synthetic
Finance Graduate Trainee,0.0,entry,FT,"New York, NY",50,S,synthetic
Head of Finance,147240.61,senior,FT,Remote,50,S,synthetic
Senior NLP Engineer,0.0,senior,FT,"Toronto, Canada",50,M,synthetic
Junior SEO Analyst,0.0,entry,FT,Remote - US,0,S,synthetic
Junior SAP Consultant,33186.34,entry,FT,"New York, NY",50,M,synthetic
Analytics Engineer,76841.4,mid,FT,Remote - Worldwide,50,L,synthetic
Odoo Developer Junior,34201.14,entry,FT,"Tunis, Tunisia",50,M,synthetic
Senior Data Engineer,0.0,mid,FT,"Berlin, Germany",50,M,synthetic
Social Media Manager Junior,47638.95,entry,FT,"Montreal, Canada",100,S,synthetic
Finance Manager,0.0,senior,FT,"New York, NY",0,S,synthetic
Junior Controller,39063.07,entry,FT,"San Francisco, CA",50,L,synthetic
HR Assistant,0.0,entry,FT,"Lyon, France",50,S,synthetic
Junior HR Generalist,42525.03,entry,FT,Remote - Europe,50,S,synthetic
Digital Marketing Intern,49417.37,entry,FT,"Amsterdam, Netherlands",50,S,synthetic
Director of Finance,127667.16,senior,FT,"Toronto, Canada",0,L,synthetic
Junior SAP Consultant,50090.96,entry,FT,"Paris, France",0,M,synthetic
Web Developer Intern,0.0,entry,FT,"Tunis, Tunisia",100,M,synthetic
Digital Marketing Intern,0.0,entry,FT,Remote - Worldwide,50,M,synthetic
Junior SQL Analyst,0.0,entry,FT,"Lyon, France",0,S,synthetic
Junior Django Developer,38953.25,entry,FT,Remote - Worldwide,100,S,synthetic
Finance Graduate Trainee,0.0,entry,FT,"Amsterdam, Netherlands",0,M,synthetic
Junior Django Developer,0.0,entry,FT,"Dubai, UAE",100,L,synthetic
Content Marketing Intern,39284.43,entry,FT,"Tunis, Tunisia",100,L,synthetic
Junior Python Developer,31821.01,entry,FT,"London, UK",50,L,synthetic
Frontend Developer Junior,48538.94,entry,FT,"Austin, TX",0,S,synthetic
Data Analyst Intern,64987.17,entry,FT,Remote,100,L,synthetic
Odoo Developer Junior,46775.67,entry,FT,"Paris, France",50,S,synthetic
Junior Marketing Analyst,0.0,entry,FT,Remote - Europe,100,L,synthetic
Principal Data Scientist,101352.17,senior,FT,"London, UK",100,M,synthetic
Junior Accountant,32921.9,entry,FT,"Lyon, France",0,S,synthetic
Senior Controller,91675.43,senior,FT,"Toronto, Canada",0,M,synthetic
Junior SEO Analyst,32165.92,entry,FT,Remote - US,0,S,synthetic
Business Intelligence Analyst,47129.5,entry,FT,"Chicago, IL",100,S,synthetic
Talent Acquisition Intern,40285.83,entry,FT,"Madrid, Spain",50,M,synthetic
Talent Acquisition Intern,39348.16,entry,FT,"New York, NY",0,L,synthetic
Senior Computer Vision Engineer,0.0,senior,FT,"San Francisco, CA",0,S,synthetic
Junior Marketing Analyst,41611.41,entry,FT,Remote - Europe,50,M,synthetic
Junior Controller,0.0,entry,FT,"Montreal, Canada",0,L,synthetic
Junior SQL Analyst,0.0,entry,FT,"Austin, TX",50,S,synthetic
Business Intelligence Analyst,0.0,entry,FT,"Chicago, IL",100,S,synthetic
Lead ML Engineer,123081.01,senior,FT,"Dubai, UAE",0,L,synthetic
Odoo Developer Junior,51689.81,entry,FT,"Austin, TX",50,S,synthetic
Junior Data Scientist,78215.38,entry,FT,"San Francisco, CA",0,M,synthetic
ERP Analyst Junior,0.0,entry,FT,"Chicago, IL",0,M,synthetic
Junior Accountant,40292.29,entry,FT,"New York, NY",50,M,synthetic
Odoo Implementation Consultant,0.0,entry,FT,"Austin, TX",0,L,synthetic
Junior BI Analyst,60851.21,entry,FT,"Austin, TX",100,L,synthetic
Audit Assistant,40150.82,entry,FT,Remote - US,0,M,synthetic
Junior SAP Consultant,0.0,entry,FT,"New York, NY",50,M,synthetic
Finance Graduate Trainee,38972.96,entry,FT,Remote,50,L,synthetic
Senior Computer Vision Engineer,179814.4,senior,FT,"New York, NY",50,M,synthetic
Machine Learning Analyst,65699.69,entry,FT,Remote - US,50,M,synthetic
Director of Finance,152016.68,senior,FT,"Seattle, WA",0,L,synthetic
Web Developer Intern,48069.05,entry,FT,"New York, NY",100,S,synthetic
Content Marketing Intern,31903.77,entry,FT,"Seattle, WA",0,M,synthetic
Junior PHP Developer,0.0,entry,FT,"Berlin, Germany",100,M,synthetic
Recruitment Intern,39301.06,entry,FT,"London, UK",50,S,synthetic
Odoo Developer Junior,55096.72,entry,FT,"New York, NY",50,L,synthetic
ETL Developer,77432.37,mid,FT,"Tunis, Tunisia",50,S,synthetic
Data Science Graduate,65429.57,entry,FT,Remote - Worldwide,0,L,synthetic
Junior Marketing Analyst,39940.55,entry,FT,"Amsterdam, Netherlands",100,S,synthetic
Machine Learning Engineer Intern,0.0,entry,FT,Remote - Worldwide,50,L,synthetic
Junior Marketing Analyst,37219.61,entry,FT,"Brussels, Belgium",50,M,synthetic
Director of Finance,92128.9,senior,FT,"Seattle, WA",50,L,synthetic
HR Assistant,0.0,entry,FT,"New York, NY",0,M,synthetic
Analytics Intern,48132.77,entry,FT,"San Francisco, CA",100,L,synthetic
Lead AI Engineer,0.0,senior,FT,"London, UK",100,L,synthetic
Cloud Data Engineer,83335.21,mid,FT,Remote - Worldwide,50,S,synthetic
Odoo Implementation Consultant,51830.21,entry,FT,"Dubai, UAE",50,L,synthetic
Odoo Developer Junior,34705.59,entry,FT,"Amsterdam, Netherlands",50,M,synthetic
Lead ML Engineer,0.0,senior,FT,"Berlin, Germany",0,M,synthetic
Junior Marketing Analyst,0.0,entry,FT,Remote,50,S,synthetic
Junior Django Developer,0.0,entry,FT,"Toronto, Canada",50,L,synthetic
Senior Computer Vision Engineer,199335.35,senior,FT,"Seattle, WA",0,S,synthetic
ERP Support Analyst,0.0,entry,FT,"Paris, France",0,L,synthetic
Junior Financial Analyst,49520.05,entry,FT,"Seattle, WA",0,L,synthetic
Data Analyst Graduate,63010.05,entry,FT,Remote - US,100,M,synthetic
Social Media Manager Junior,36480.84,entry,FT,"London, UK",50,S,synthetic
Junior SAP Consultant,48986.58,entry,FT,"Seattle, WA",0,L,synthetic
Staff Machine Learning Engineer,106413.94,senior,FT,"Chicago, IL",100,M,synthetic
Frontend Developer Junior,54757.58,entry,FT,Remote - Europe,100,S,synthetic
ERP Analyst Junior,55187.02,entry,FT,"Boston, MA",0,L,synthetic
Cloud Data Engineer,70558.27,mid,FT,"Madrid, Spain",100,M,synthetic
Head of Finance,129658.39,senior,FT,"Paris, France",0,L,synthetic
Senior Computer Vision Engineer,127946.41,senior,FT,Remote,100,S,synthetic
Senior Financial Analyst,125261.12,senior,FT,"Toronto, Canada",0,M,synthetic
Data Reporting Analyst,38199.6,entry,FT,"Madrid, Spain",50,M,synthetic
Accounting Intern,31055.82,entry,FT,"Boston, MA",0,M,synthetic
Finance Manager,154634.84,senior,FT,"Berlin, Germany",50,L,synthetic
Senior Data Engineer,0.0,mid,FT,Remote - Europe,50,L,synthetic
BI Analyst Intern,0.0,entry,FT,"Brussels, Belgium",100,S,synthetic
Analytics Engineer,118392.4,mid,FT,Remote - Worldwide,0,L,synthetic
HR Assistant,35183.02,entry,FT,"Paris, France",0,M,synthetic
Frontend Developer Junior,39310.76,entry,FT,"Dubai, UAE",100,M,synthetic
Power BI Developer Junior,0.0,entry,FT,"Boston, MA",0,S,synthetic
Junior Marketing Analyst,39880.62,entry,FT,"Madrid, Spain",100,L,synthetic
Junior Python Developer,46498.96,entry,FT,"Berlin, Germany",0,L,synthetic
Data Science Graduate,74371.17,entry,FT,"Paris, France",50,L,synthetic
Junior ML Engineer,0.0,entry,FT,"Madrid, Spain",0,M,synthetic
Junior SAP Consultant,41822.23,entry,FT,"London, UK",0,S,synthetic
ML Platform Engineer Senior,0.0,senior,FT,"Toronto, Canada",50,L,synthetic
Data Visualization Analyst,0.0,entry,FT,Remote - Worldwide,50,M,synthetic
Senior Financial Analyst,0.0,senior,FT,"Austin, TX",0,L,synthetic
AI Engineer Entry Level,0.0,entry,FT,"Berlin, Germany",0,L,synthetic
Talent Acquisition Intern,48038.33,entry,FT,"Brussels, Belgium",50,S,synthetic
Junior Django Developer,55811.06,entry,FT,"Paris, France",0,M,synthetic
Junior ML Engineer,58851.83,entry,FT,Remote,50,M,synthetic
HR Assistant,33500.52,entry,FT,"Chicago, IL",0,L,synthetic
Social Media Manager Junior,43058.51,entry,FT,"San Francisco, CA",0,L,synthetic
ERP Analyst Junior,32813.96,entry,FT,"Casablanca, Morocco",0,M,synthetic
Content Marketing Intern,0.0,entry,FT,Remote - Europe,100,M,synthetic
Junior SAP Consultant,0.0,entry,FT,"New York, NY",50,L,synthetic
Junior Controller,30438.63,entry,FT,"Seattle, WA",50,M,synthetic
Digital Marketing Intern,42776.72,entry,FT,"Berlin, Germany",50,S,synthetic
Recruitment Intern,34472.02,entry,FT,Remote - Europe,0,S,synthetic
AI Research Intern,0.0,entry,FT,"Berlin, Germany",100,L,synthetic
Content Marketing Intern,0.0,entry,FT,"Brussels, Belgium",50,S,synthetic
Frontend Developer Junior,31005.31,entry,FT,"Montreal, Canada",0,M,synthetic
Junior HR Generalist,29687.25,entry,FT,"Chicago, IL",0,S,synthetic
Junior Computer Vision Engineer,58331.65,entry,FT,Remote,100,L,synthetic
Cloud Data Engineer,105134.24,mid,FT,"Toronto, Canada",50,M,synthetic
BI Analyst Intern,51361.0,entry,FT,"Berlin, Germany",100,L,synthetic
Business Intelligence Intern,57437.77,entry,FT,"Brussels, Belgium",100,S,synthetic
Cloud Data Engineer,0.0,mid,FT,"Casablanca, Morocco",100,S,synthetic
Junior SAP Consultant,33163.06,entry,FT,"Paris, France",50,S,synthetic
Frontend Developer Junior,0.0,entry,FT,Remote - Europe,50,M,synthetic
Content Marketing Intern,50640.52,entry,FT,"Brussels, Belgium",0,S,synthetic
Junior SEO Analyst,45293.9,entry,FT,"Tunis, Tunisia",50,M,synthetic
Odoo Developer Junior,50081.45,entry,FT,"Lyon, France",50,M,synthetic
Talent Acquisition Intern,0.0,entry,FT,"Austin, TX",0,M,synthetic
Recruitment Intern,0.0,entry,FT,"Lyon, France",0,L,synthetic
Recruitment Intern,42514.39,entry,FT,"Madrid, Spain",0,S,synthetic
Senior Financial Analyst,135344.5,senior,FT,"Brussels, Belgium",50,L,synthetic
ERP Support Analyst,39161.95,entry,FT,"New York, NY",0,L,synthetic
Senior Computer Vision Engineer,0.0,senior,FT,"San Francisco, CA",0,S,synthetic
HR Assistant,30217.8,entry,FT,"Dubai, UAE",50,S,synthetic
Finance Graduate Trainee,0.0,entry,FT,"Montreal, Canada",0,S,synthetic
Digital Marketing Intern,50764.81,entry,FT,"Montreal, Canada",0,S,synthetic
Director of Finance,0.0,senior,FT,"Amsterdam, Netherlands",50,S,synthetic
ERP Analyst Junior,49662.38,entry,FT,"Berlin, Germany",0,M,synthetic
Digital Marketing Intern,50351.98,entry,FT,"London, UK",50,L,synthetic
Junior SEO Analyst,31108.41,entry,FT,"Boston, MA",100,L,synthetic
Senior Controller,0.0,senior,FT,Remote - US,50,M,synthetic
Senior Data Engineer,0.0,mid,FT,"Toronto, Canada",50,L,synthetic
Junior SAP Consultant,0.0,entry,FT,Remote - Europe,50,M,synthetic
Senior Controller,150231.74,senior,FT,"Tunis, Tunisia",0,S,synthetic
Social Media Manager Junior,0.0,entry,FT,"Amsterdam, Netherlands",50,M,synthetic
Junior SEO Analyst,0.0,entry,FT,"Montreal, Canada",0,M,synthetic
Junior Computer Vision Engineer,75387.41,entry,FT,"Amsterdam, Netherlands",50,S,synthetic
Data Pipeline Engineer,95764.58,mid,FT,"Amsterdam, Netherlands",100,M,synthetic
Junior HR Generalist,41664.77,entry,FT,Remote,0,M,synthetic
HR Assistant,48555.2,entry,FT,"Chicago, IL",0,M,synthetic
Data Pipeline Engineer,92064.47,mid,FT,Remote - US,100,L,synthetic
Director of Finance,145284.53,senior,FT,"Casablanca, Morocco",0,M,synthetic
Finance Manager,121974.22,senior,FT,"Dubai, UAE",50,M,synthetic
Web Developer Intern,48816.01,entry,FT,Remote - US,0,L,synthetic
Senior Data Engineer,86145.01,mid,FT,Remote - US,0,M,synthetic
Data Engineer,86960.61,mid,FT,"Casablanca, Morocco",100,L,synthetic
Head of Finance,127012.7,senior,FT,"Montreal, Canada",0,L,synthetic
Recruitment Intern,41757.67,entry,FT,Remote - Europe,50,L,synthetic
Recruitment Intern,41658.72,entry,FT,"Seattle, WA",50,S,synthetic
Director of Finance,95243.53,senior,FT,"Berlin, Germany",0,M,synthetic
Junior SAP Consultant,0.0,entry,FT,"Tunis, Tunisia",50,L,synthetic
Senior Financial Analyst,117674.59,senior,FT,"Lyon, France",0,M,synthetic
Recruitment Intern,0.0,entry,FT,"Toronto, Canada",50,L,synthetic
Senior Controller,156908.17,senior,FT,"New York, NY",50,L,synthetic
Junior HR Generalist,41477.03,entry,FT,"New York, NY",50,S,synthetic
Junior Marketing Analyst,31605.28,entry,FT,Remote - Europe,0,L,synthetic
Director of Finance,136591.91,senior,FT,Remote,50,L,synthetic
ERP Support Analyst,0.0,entry,FT,Remote - Worldwide,50,S,synthetic
Odoo Implementation Consultant,0.0,entry,FT,"Montreal, Canada",0,M,synthetic
Community Manager Junior,34712.56,entry,FT,"Seattle, WA",0,M,synthetic
ERP Analyst Junior,0.0,entry,FT,"Tunis, Tunisia",0,S,synthetic
Analytics Engineer,90397.95,mid,FT,"Casablanca, Morocco",0,S,synthetic
Data Pipeline Engineer,0.0,mid,FT,"Chicago, IL",100,S,synthetic
Junior Accountant,0.0,entry,FT,"Casablanca, Morocco",0,L,synthetic
Odoo Implementation Consultant,43119.4,entry,FT,"Tunis, Tunisia",50,M,synthetic
Principal Data Scientist,105377.23,senior,FT,"Montreal, Canada",0,S,synthetic
